Year,Level,Division,Test,RawScore,Percentile
2024,3,Outside Experience,Total Score,14,0
2024,3,Outside Experience,Total Score,15,0
2024,3,Outside Experience,Total Score,16,1
2024,3,Outside Experience,Total Score,17,1
2024,3,Outside Experience,Total Score,18,1
2024,3,Outside Experience,Total Score,19,1
2024,3,Outside Experience,Total Score,20,1
2024,3,Outside Experience,Total Score,21,1
2024,3,Outside Experience,Total Score,22,1
2024,3,Outside Experience,Total Score,23,1
2024,3,Outside Experience,Total Score,24,1
2024,3,Outside Experience,Total Score,25,1
2024,3,Outside Experience,Total Score,26,1
2024,3,Outside Experience,Total Score,27,1
2024,3,Outside Experience,Total Score,28,1
2024,3,Outside Experience,Total Score,29,1
2024,3,Outside Experience,Total Score,30,2
2024,3,Outside Experience,Total Score,31,2
2024,3,Outside Experience,Total Score,32,2
2024,3,Outside Experience,Total Score,33,2
2024,3,Outside Experience,Total Score,34,3
2024,3,Outside Experience,Total Score,35,3
2024,3,Outside Experience,Total Score,36,3
2024,3,Outside Experience,Total Score,37,3
2024,3,Outside Experience,Total Score,38,3
2024,3,Outside Experience,Total Score,39,3
2024,3,Outside Experience,Total Score,40,3
2024,3,Outside Experience,Total Score,41,4
2024,3,Outside Experience,Total Score,42,4
2024,3,Outside Experience,Total Score,43,4
2024,3,Outside Experience,Total Score,44,5
2024,3,Outside Experience,Total Score,45,5
2024,3,Outside Experience,Total Score,46,6
2024,3,Outside Experience,Total Score,47,6
2024,3,Outside Experience,Total Score,48,7
2024,3,Outside Experience,Total Score,49,7
2024,3,Outside Experience,Total Score,50,8
2024,3,Outside Experience,Total Score,51,9
2024,3,Outside Experience,Total Score,52,10
2024,3,Outside Experience,Total Score,53,10
2024,3,Outside Experience,Total Score,54,11
2024,3,Outside Experience,Total Score,55,12
2024,3,Outside Experience,Total Score,56,12
2024,3,Outside Experience,Total Score,56,13
2024,3,Outside Experience,Total Score,57,14
2024,3,Outside Experience,Total Score,58,15
2024,3,Outside Experience,Total Score,58,16
2024,3,Outside Experience,Total Score,59,17
2024,3,Outside Experience,Total Score,60,18
2024,3,Outside Experience,Total Score,61,19
2024,3,Outside Experience,Total Score,61,20
2024,3,Outside Experience,Total Score,62,21
2024,3,Outside Experience,Total Score,63,22
2024,3,Outside Experience,Total Score,63,23
2024,3,Outside Experience,Total Score,64,24
2024,3,Outside Experience,Total Score,65,25
2024,3,Outside Experience,Total Score,65,26
2024,3,Outside Experience,Total Score,66,27
2024,3,Outside Experience,Total Score,66,28
2024,3,Outside Experience,Total Score,67,29
2024,3,Outside Experience,Total Score,67,30
2024,3,Outside Experience,Total Score,68,31
2024,3,Outside Experience,Total Score,68,32
2024,3,Outside Experience,Total Score,69,33
2024,3,Outside Experience,Total Score,69,34
2024,3,Outside Experience,Total Score,70,35
2024,3,Outside Experience,Total Score,70,36
2024,3,Outside Experience,Total Score,71,37
2024,3,Outside Experience,Total Score,71,38
2024,3,Outside Experience,Total Score,71,39
2024,3,Outside Experience,Total Score,72,40
2024,3,Outside Experience,Total Score,72,41
2024,3,Outside Experience,Total Score,72,42
2024,3,Outside Experience,Total Score,73,43
2024,3,Outside Experience,Total Score,73,44
2024,3,Outside Experience,Total Score,73,45
2024,3,Outside Experience,Total Score,74,46
2024,3,Outside Experience,Total Score,74,47
2024,3,Outside Experience,Total Score,75,48
2024,3,Outside Experience,Total Score,75,49
2024,3,Outside Experience,Total Score,75,50
2024,3,Outside Experience,Total Score,76,51
2024,3,Outside Experience,Total Score,76,52
2024,3,Outside Experience,Total Score,77,53
2024,3,Outside Experience,Total Score,77,54
2024,3,Outside Experience,Total Score,77,55
2024,3,Outside Experience,Total Score,77,56
2024,3,Outside Experience,Total Score,78,57
2024,3,Outside Experience,Total Score,78,58
2024,3,Outside Experience,Total Score,78,59
2024,3,Outside Experience,Total Score,79,60
2024,3,Outside Experience,Total Score,79,61
2024,3,Outside Experience,Total Score,79,62
2024,3,Outside Experience,Total Score,80,63
2024,3,Outside Experience,Total Score,80,64
2024,3,Outside Experience,Total Score,81,65
2024,3,Outside Experience,Total Score,81,66
2024,3,Outside Experience,Total Score,81,67
2024,3,Outside Experience,Total Score,82,68
2024,3,Outside Experience,Total Score,82,69
2024,3,Outside Experience,Total Score,82,70
2024,3,Outside Experience,Total Score,83,71
2024,3,Outside Experience,Total Score,83,72
2024,3,Outside Experience,Total Score,83,73
2024,3,Outside Experience,Total Score,84,74
2024,3,Outside Experience,Total Score,84,75
2024,3,Outside Experience,Total Score,85,76
2024,3,Outside Experience,Total Score,85,77
2024,3,Outside Experience,Total Score,85,78
2024,3,Outside Experience,Total Score,86,79
2024,3,Outside Experience,Total Score,86,80
2024,3,Outside Experience,Total Score,86,81
2024,3,Outside Experience,Total Score,86,82
2024,3,Outside Experience,Total Score,87,83
2024,3,Outside Experience,Total Score,87,84
2024,3,Outside Experience,Total Score,87,85
2024,3,Outside Experience,Total Score,88,86
2024,3,Outside Experience,Total Score,88,87
2024,3,Outside Experience,Total Score,89,88
2024,3,Outside Experience,Total Score,89,89
2024,3,Outside Experience,Total Score,90,90
2024,3,Outside Experience,Total Score,90,91
2024,3,Outside Experience,Total Score,91,92
2024,3,Outside Experience,Total Score,91,93
2024,3,Outside Experience,Total Score,92,94
2024,3,Outside Experience,Total Score,92,95
2024,3,Outside Experience,Total Score,93,96
2024,3,Outside Experience,Total Score,94,97
2024,3,Outside Experience,Total Score,95,98
2024,3,Outside Experience,Total Score,96,99
2024,3,Outside Experience,Total Score,97,99
2024,3,Bilingual,Total Score,0,0
2024,3,Bilingual,Total Score,1,0
2024,3,Bilingual,Total Score,2,0
2024,3,Bilingual,Total Score,3,0
2024,3,Bilingual,Total Score,4,0
2024,3,Bilingual,Total Score,5,0
2024,3,Bilingual,Total Score,6,0
2024,3,Bilingual,Total Score,7,0
2024,3,Bilingual,Total Score,8,0
2024,3,Bilingual,Total Score,9,0
2024,3,Bilingual,Total Score,10,0
2024,3,Bilingual,Total Score,11,0
2024,3,Bilingual,Total Score,12,0
2024,3,Bilingual,Total Score,13,0
2024,3,Bilingual,Total Score,14,1
2024,3,Bilingual,Total Score,15,1
2024,3,Bilingual,Total Score,16,1
2024,3,Bilingual,Total Score,17,1
2024,3,Bilingual,Total Score,18,1
2024,3,Bilingual,Total Score,19,1
2024,3,Bilingual,Total Score,20,1
2024,3,Bilingual,Total Score,21,1
2024,3,Bilingual,Total Score,22,1
2024,3,Bilingual,Total Score,23,1
2024,3,Bilingual,Total Score,24,1
2024,3,Bilingual,Total Score,25,1
2024,3,Bilingual,Total Score,26,1
2024,3,Bilingual,Total Score,27,1
2024,3,Bilingual,Total Score,28,1
2024,3,Bilingual,Total Score,29,2
2024,3,Bilingual,Total Score,30,2
2024,3,Bilingual,Total Score,31,2
2024,3,Bilingual,Total Score,32,3
2024,3,Bilingual,Total Score,33,3
2024,3,Bilingual,Total Score,34,4
2024,3,Bilingual,Total Score,35,4
2024,3,Bilingual,Total Score,36,5
2024,3,Bilingual,Total Score,37,5
2024,3,Bilingual,Total Score,38,6
2024,3,Bilingual,Total Score,39,6
2024,3,Bilingual,Total Score,40,6
2024,3,Bilingual,Total Score,41,6
2024,3,Bilingual,Total Score,42,6
2024,3,Bilingual,Total Score,43,6
2024,3,Bilingual,Total Score,44,7
2024,3,Bilingual,Total Score,45,7
2024,3,Bilingual,Total Score,46,7
2024,3,Bilingual,Total Score,47,8
2024,3,Bilingual,Total Score,48,8
2024,3,Bilingual,Total Score,49,8
2024,3,Bilingual,Total Score,50,8
2024,3,Bilingual,Total Score,51,9
2024,3,Bilingual,Total Score,52,9
2024,3,Bilingual,Total Score,53,9
2024,3,Bilingual,Total Score,54,10
2024,3,Bilingual,Total Score,55,10
2024,3,Bilingual,Total Score,56,11
2024,3,Bilingual,Total Score,57,11
2024,3,Bilingual,Total Score,58,12
2024,3,Bilingual,Total Score,59,12
2024,3,Bilingual,Total Score,60,13
2024,3,Bilingual,Total Score,61,14
2024,3,Bilingual,Total Score,62,15
2024,3,Bilingual,Total Score,63,16
2024,3,Bilingual,Total Score,64,17
2024,3,Bilingual,Total Score,65,18
2024,3,Bilingual,Total Score,66,19
2024,3,Bilingual,Total Score,67,20
2024,3,Bilingual,Total Score,68,21
2024,3,Bilingual,Total Score,68,22
2024,3,Bilingual,Total Score,69,23
2024,3,Bilingual,Total Score,70,24
2024,3,Bilingual,Total Score,71,25
2024,3,Bilingual,Total Score,71,26
2024,3,Bilingual,Total Score,72,27
2024,3,Bilingual,Total Score,72,28
2024,3,Bilingual,Total Score,73,29
2024,3,Bilingual,Total Score,74,30
2024,3,Bilingual,Total Score,74,31
2024,3,Bilingual,Total Score,74,32
2024,3,Bilingual,Total Score,75,33
2024,3,Bilingual,Total Score,75,34
2024,3,Bilingual,Total Score,76,35
2024,3,Bilingual,Total Score,76,36
2024,3,Bilingual,Total Score,76,37
2024,3,Bilingual,Total Score,77,38
2024,3,Bilingual,Total Score,77,39
2024,3,Bilingual,Total Score,78,40
2024,3,Bilingual,Total Score,78,41
2024,3,Bilingual,Total Score,78,42
2024,3,Bilingual,Total Score,79,43
2024,3,Bilingual,Total Score,79,44
2024,3,Bilingual,Total Score,79,45
2024,3,Bilingual,Total Score,80,46
2024,3,Bilingual,Total Score,80,47
2024,3,Bilingual,Total Score,80,48
2024,3,Bilingual,Total Score,81,49
2024,3,Bilingual,Total Score,81,50
2024,3,Bilingual,Total Score,81,51
2024,3,Bilingual,Total Score,82,52
2024,3,Bilingual,Total Score,82,53
2024,3,Bilingual,Total Score,82,54
2024,3,Bilingual,Total Score,82,55
2024,3,Bilingual,Total Score,83,56
2024,3,Bilingual,Total Score,83,57
2024,3,Bilingual,Total Score,83,58
2024,3,Bilingual,Total Score,84,59
2024,3,Bilingual,Total Score,84,60
2024,3,Bilingual,Total Score,84,61
2024,3,Bilingual,Total Score,84,62
2024,3,Bilingual,Total Score,85,63
2024,3,Bilingual,Total Score,85,64
2024,3,Bilingual,Total Score,85,65
2024,3,Bilingual,Total Score,86,66
2024,3,Bilingual,Total Score,86,67
2024,3,Bilingual,Total Score,86,68
2024,3,Bilingual,Total Score,86,69
2024,3,Bilingual,Total Score,87,70
2024,3,Bilingual,Total Score,87,71
2024,3,Bilingual,Total Score,87,72
2024,3,Bilingual,Total Score,87,73
2024,3,Bilingual,Total Score,87,74
2024,3,Bilingual,Total Score,88,75
2024,3,Bilingual,Total Score,88,76
2024,3,Bilingual,Total Score,89,77
2024,3,Bilingual,Total Score,89,78
2024,3,Bilingual,Total Score,89,79
2024,3,Bilingual,Total Score,89,80
2024,3,Bilingual,Total Score,89,81
2024,3,Bilingual,Total Score,90,82
2024,3,Bilingual,Total Score,90,83
2024,3,Bilingual,Total Score,90,84
2024,3,Bilingual,Total Score,91,85
2024,3,Bilingual,Total Score,91,86
2024,3,Bilingual,Total Score,91,87
2024,3,Bilingual,Total Score,92,88
2024,3,Bilingual,Total Score,92,89
2024,3,Bilingual,Total Score,92,90
2024,3,Bilingual,Total Score,92,91
2024,3,Bilingual,Total Score,93,92
2024,3,Bilingual,Total Score,93,93
2024,3,Bilingual,Total Score,94,94
2024,3,Bilingual,Total Score,94,95
2024,3,Bilingual,Total Score,95,96
2024,3,Bilingual,Total Score,96,97
2024,3,Bilingual,Total Score,97,98
2024,3,Bilingual,Total Score,98,99
2024,4,Classroom Experience,Total Score,0,0
2024,4,Classroom Experience,Total Score,1,0
2024,4,Classroom Experience,Total Score,2,1
2024,4,Classroom Experience,Total Score,3,1
2024,4,Classroom Experience,Total Score,4,1
2024,4,Classroom Experience,Total Score,5,1
2024,4,Classroom Experience,Total Score,6,1
2024,4,Classroom Experience,Total Score,7,1
2024,4,Classroom Experience,Total Score,8,1
2024,4,Classroom Experience,Total Score,9,1
2024,4,Classroom Experience,Total Score,10,1
2024,4,Classroom Experience,Total Score,11,1
2024,4,Classroom Experience,Total Score,12,1
2024,4,Classroom Experience,Total Score,13,1
2024,4,Classroom Experience,Total Score,14,1
2024,4,Classroom Experience,Total Score,15,1
2024,4,Classroom Experience,Total Score,16,1
2024,4,Classroom Experience,Total Score,17,2
2024,4,Classroom Experience,Total Score,18,2
2024,4,Classroom Experience,Total Score,19,2
2024,4,Classroom Experience,Total Score,20,2
2024,4,Classroom Experience,Total Score,21,2
2024,4,Classroom Experience,Total Score,22,2
2024,4,Classroom Experience,Total Score,23,3
2024,4,Classroom Experience,Total Score,24,3
2024,4,Classroom Experience,Total Score,25,3
2024,4,Classroom Experience,Total Score,26,4
2024,4,Classroom Experience,Total Score,27,4
2024,4,Classroom Experience,Total Score,28,4
2024,4,Classroom Experience,Total Score,29,5
2024,4,Classroom Experience,Total Score,30,5
2024,4,Classroom Experience,Total Score,31,6
2024,4,Classroom Experience,Total Score,32,6
2024,4,Classroom Experience,Total Score,33,7
2024,4,Classroom Experience,Total Score,34,8
2024,4,Classroom Experience,Total Score,35,8
2024,4,Classroom Experience,Total Score,36,9
2024,4,Classroom Experience,Total Score,37,9
2024,4,Classroom Experience,Total Score,38,10
2024,4,Classroom Experience,Total Score,39,11
2024,4,Classroom Experience,Total Score,40,12
2024,4,Classroom Experience,Total Score,41,13
2024,4,Classroom Experience,Total Score,42,14
2024,4,Classroom Experience,Total Score,43,15
2024,4,Classroom Experience,Total Score,44,16
2024,4,Classroom Experience,Total Score,45,16
2024,4,Classroom Experience,Total Score,45,17
2024,4,Classroom Experience,Total Score,46,18
2024,4,Classroom Experience,Total Score,47,19
2024,4,Classroom Experience,Total Score,48,20
2024,4,Classroom Experience,Total Score,49,21
2024,4,Classroom Experience,Total Score,49,22
2024,4,Classroom Experience,Total Score,50,23
2024,4,Classroom Experience,Total Score,51,24
2024,4,Classroom Experience,Total Score,52,25
2024,4,Classroom Experience,Total Score,52,26
2024,4,Classroom Experience,Total Score,53,27
2024,4,Classroom Experience,Total Score,54,28
2024,4,Classroom Experience,Total Score,54,29
2024,4,Classroom Experience,Total Score,55,30
2024,4,Classroom Experience,Total Score,56,31
2024,4,Classroom Experience,Total Score,56,32
2024,4,Classroom Experience,Total Score,57,33
2024,4,Classroom Experience,Total Score,58,34
2024,4,Classroom Experience,Total Score,58,35
2024,4,Classroom Experience,Total Score,59,36
2024,4,Classroom Experience,Total Score,60,37
2024,4,Classroom Experience,Total Score,60,38
2024,4,Classroom Experience,Total Score,61,39
2024,4,Classroom Experience,Total Score,61,40
2024,4,Classroom Experience,Total Score,62,41
2024,4,Classroom Experience,Total Score,62,42
2024,4,Classroom Experience,Total Score,63,43
2024,4,Classroom Experience,Total Score,63,44
2024,4,Classroom Experience,Total Score,64,45
2024,4,Classroom Experience,Total Score,64,46
2024,4,Classroom Experience,Total Score,65,47
2024,4,Classroom Experience,Total Score,65,48
2024,4,Classroom Experience,Total Score,66,49
2024,4,Classroom Experience,Total Score,66,50
2024,4,Classroom Experience,Total Score,67,51
2024,4,Classroom Experience,Total Score,68,52
2024,4,Classroom Experience,Total Score,68,53
2024,4,Classroom Experience,Total Score,69,54
2024,4,Classroom Experience,Total Score,69,55
2024,4,Classroom Experience,Total Score,70,56
2024,4,Classroom Experience,Total Score,70,57
2024,4,Classroom Experience,Total Score,71,58
2024,4,Classroom Experience,Total Score,71,59
2024,4,Classroom Experience,Total Score,72,60
2024,4,Classroom Experience,Total Score,72,61
2024,4,Classroom Experience,Total Score,72,62
2024,4,Classroom Experience,Total Score,73,63
2024,4,Classroom Experience,Total Score,73,64
2024,4,Classroom Experience,Total Score,74,65
2024,4,Classroom Experience,Total Score,74,66
2024,4,Classroom Experience,Total Score,75,67
2024,4,Classroom Experience,Total Score,75,68
2024,4,Classroom Experience,Total Score,76,69
2024,4,Classroom Experience,Total Score,76,70
2024,4,Classroom Experience,Total Score,77,71
2024,4,Classroom Experience,Total Score,77,72
2024,4,Classroom Experience,Total Score,78,73
2024,4,Classroom Experience,Total Score,78,74
2024,4,Classroom Experience,Total Score,78,75
2024,4,Classroom Experience,Total Score,79,76
2024,4,Classroom Experience,Total Score,79,77
2024,4,Classroom Experience,Total Score,80,78
2024,4,Classroom Experience,Total Score,80,79
2024,4,Classroom Experience,Total Score,81,80
2024,4,Classroom Experience,Total Score,81,81
2024,4,Classroom Experience,Total Score,82,82
2024,4,Classroom Experience,Total Score,82,83
2024,4,Classroom Experience,Total Score,83,84
2024,4,Classroom Experience,Total Score,84,85
2024,4,Classroom Experience,Total Score,84,86
2024,4,Classroom Experience,Total Score,85,87
2024,4,Classroom Experience,Total Score,85,88
2024,4,Classroom Experience,Total Score,86,89
2024,4,Classroom Experience,Total Score,86,90
2024,4,Classroom Experience,Total Score,87,91
2024,4,Classroom Experience,Total Score,88,92
2024,4,Classroom Experience,Total Score,88,93
2024,4,Classroom Experience,Total Score,89,94
2024,4,Classroom Experience,Total Score,90,95
2024,4,Classroom Experience,Total Score,91,96
2024,4,Classroom Experience,Total Score,92,97
2024,4,Classroom Experience,Total Score,93,98
2024,4,Classroom Experience,Total Score,94,98
2024,4,Classroom Experience,Total Score,95,99
2024,4,Classroom Experience,Total Score,96,99
2024,4,Outside Experience,Total Score,0,0
2024,4,Outside Experience,Total Score,1,0
2024,4,Outside Experience,Total Score,2,0
2024,4,Outside Experience,Total Score,3,0
2024,4,Outside Experience,Total Score,4,0
2024,4,Outside Experience,Total Score,5,0
2024,4,Outside Experience,Total Score,6,0
2024,4,Outside Experience,Total Score,7,0
2024,4,Outside Experience,Total Score,8,0
2024,4,Outside Experience,Total Score,9,0
2024,4,Outside Experience,Total Score,10,0
2024,4,Outside Experience,Total Score,11,0
2024,4,Outside Experience,Total Score,12,0
2024,4,Outside Experience,Total Score,13,0
2024,4,Outside Experience,Total Score,14,0
2024,4,Outside Experience,Total Score,15,0
2024,4,Outside Experience,Total Score,16,0
2024,4,Outside Experience,Total Score,17,0
2024,4,Outside Experience,Total Score,18,0
2024,4,Outside Experience,Total Score,19,0
2024,4,Outside Experience,Total Score,20,0
2024,4,Outside Experience,Total Score,21,0
2024,4,Outside Experience,Total Score,22,1
2024,4,Outside Experience,Total Score,23,1
2024,4,Outside Experience,Total Score,24,1
2024,4,Outside Experience,Total Score,25,1
2024,4,Outside Experience,Total Score,26,1
2024,4,Outside Experience,Total Score,27,2
2024,4,Outside Experience,Total Score,28,2
2024,4,Outside Experience,Total Score,29,2
2024,4,Outside Experience,Total Score,30,2
2024,4,Outside Experience,Total Score,31,2
2024,4,Outside Experience,Total Score,32,2
2024,4,Outside Experience,Total Score,33,3
2024,4,Outside Experience,Total Score,34,3
2024,4,Outside Experience,Total Score,35,3
2024,4,Outside Experience,Total Score,36,3
2024,4,Outside Experience,Total Score,37,4
2024,4,Outside Experience,Total Score,38,4
2024,4,Outside Experience,Total Score,39,4
2024,4,Outside Experience,Total Score,40,4
2024,4,Outside Experience,Total Score,41,4
2024,4,Outside Experience,Total Score,42,4
2024,4,Outside Experience,Total Score,43,5
2024,4,Outside Experience,Total Score,44,5
2024,4,Outside Experience,Total Score,45,6
2024,4,Outside Experience,Total Score,46,6
2024,4,Outside Experience,Total Score,47,6
2024,4,Outside Experience,Total Score,48,6
2024,4,Outside Experience,Total Score,49,7
2024,4,Outside Experience,Total Score,50,8
2024,4,Outside Experience,Total Score,51,8
2024,4,Outside Experience,Total Score,52,8
2024,4,Outside Experience,Total Score,53,9
2024,4,Outside Experience,Total Score,54,9
2024,4,Outside Experience,Total Score,55,10
2024,4,Outside Experience,Total Score,56,11
2024,4,Outside Experience,Total Score,57,11
2024,4,Outside Experience,Total Score,58,12
2024,4,Outside Experience,Total Score,59,13
2024,4,Outside Experience,Total Score,60,13
2024,4,Outside Experience,Total Score,60,14
2024,4,Outside Experience,Total Score,61,15
2024,4,Outside Experience,Total Score,62,16
2024,4,Outside Experience,Total Score,63,17
2024,4,Outside Experience,Total Score,64,18
2024,4,Outside Experience,Total Score,64,19
2024,4,Outside Experience,Total Score,65,20
2024,4,Outside Experience,Total Score,65,21
2024,4,Outside Experience,Total Score,66,22
2024,4,Outside Experience,Total Score,67,23
2024,4,Outside Experience,Total Score,67,24
2024,4,Outside Experience,Total Score,68,25
2024,4,Outside Experience,Total Score,68,26
2024,4,Outside Experience,Total Score,69,27
2024,4,Outside Experience,Total Score,70,28
2024,4,Outside Experience,Total Score,70,29
2024,4,Outside Experience,Total Score,71,30
2024,4,Outside Experience,Total Score,71,31
2024,4,Outside Experience,Total Score,72,32
2024,4,Outside Experience,Total Score,72,33
2024,4,Outside Experience,Total Score,73,34
2024,4,Outside Experience,Total Score,73,35
2024,4,Outside Experience,Total Score,74,36
2024,4,Outside Experience,Total Score,75,37
2024,4,Outside Experience,Total Score,75,38
2024,4,Outside Experience,Total Score,75,39
2024,4,Outside Experience,Total Score,76,40
2024,4,Outside Experience,Total Score,76,41
2024,4,Outside Experience,Total Score,76,42
2024,4,Outside Experience,Total Score,77,43
2024,4,Outside Experience,Total Score,77,44
2024,4,Outside Experience,Total Score,78,45
2024,4,Outside Experience,Total Score,78,46
2024,4,Outside Experience,Total Score,79,47
2024,4,Outside Experience,Total Score,79,48
2024,4,Outside Experience,Total Score,79,49
2024,4,Outside Experience,Total Score,80,50
2024,4,Outside Experience,Total Score,80,51
2024,4,Outside Experience,Total Score,80,52
2024,4,Outside Experience,Total Score,80,53
2024,4,Outside Experience,Total Score,81,54
2024,4,Outside Experience,Total Score,81,55
2024,4,Outside Experience,Total Score,81,56
2024,4,Outside Experience,Total Score,82,57
2024,4,Outside Experience,Total Score,82,58
2024,4,Outside Experience,Total Score,82,59
2024,4,Outside Experience,Total Score,82,60
2024,4,Outside Experience,Total Score,83,61
2024,4,Outside Experience,Total Score,83,62
2024,4,Outside Experience,Total Score,83,63
2024,4,Outside Experience,Total Score,83,64
2024,4,Outside Experience,Total Score,84,65
2024,4,Outside Experience,Total Score,84,66
2024,4,Outside Experience,Total Score,84,67
2024,4,Outside Experience,Total Score,84,68
2024,4,Outside Experience,Total Score,85,69
2024,4,Outside Experience,Total Score,85,70
2024,4,Outside Experience,Total Score,85,71
2024,4,Outside Experience,Total Score,86,72
2024,4,Outside Experience,Total Score,86,73
2024,4,Outside Experience,Total Score,86,74
2024,4,Outside Experience,Total Score,87,75
2024,4,Outside Experience,Total Score,87,76
2024,4,Outside Experience,Total Score,88,77
2024,4,Outside Experience,Total Score,88,78
2024,4,Outside Experience,Total Score,88,79
2024,4,Outside Experience,Total Score,88,80
2024,4,Outside Experience,Total Score,88,81
2024,4,Outside Experience,Total Score,89,82
2024,4,Outside Experience,Total Score,89,83
2024,4,Outside Experience,Total Score,89,84
2024,4,Outside Experience,Total Score,89,85
2024,4,Outside Experience,Total Score,90,86
2024,4,Outside Experience,Total Score,90,87
2024,4,Outside Experience,Total Score,90,88
2024,4,Outside Experience,Total Score,91,89
2024,4,Outside Experience,Total Score,91,90
2024,4,Outside Experience,Total Score,92,91
2024,4,Outside Experience,Total Score,92,92
2024,4,Outside Experience,Total Score,93,93
2024,4,Outside Experience,Total Score,93,94
2024,4,Outside Experience,Total Score,94,95
2024,4,Outside Experience,Total Score,94,96
2024,4,Outside Experience,Total Score,95,97
2024,4,Outside Experience,Total Score,96,98
2024,4,Outside Experience,Total Score,97,99
2024,4,Bilingual,Total Score,0,0
2024,4,Bilingual,Total Score,1,0
2024,4,Bilingual,Total Score,2,0
2024,4,Bilingual,Total Score,3,0
2024,4,Bilingual,Total Score,4,0
2024,4,Bilingual,Total Score,5,0
2024,4,Bilingual,Total Score,6,0
2024,4,Bilingual,Total Score,7,0
2024,4,Bilingual,Total Score,8,0
2024,4,Bilingual,Total Score,9,0
2024,4,Bilingual,Total Score,10,0
2024,4,Bilingual,Total Score,11,0
2024,4,Bilingual,Total Score,12,0
2024,4,Bilingual,Total Score,13,0
2024,4,Bilingual,Total Score,14,0
2024,4,Bilingual,Total Score,15,0
2024,4,Bilingual,Total Score,16,0
2024,4,Bilingual,Total Score,17,0
2024,4,Bilingual,Total Score,18,1
2024,4,Bilingual,Total Score,19,1
2024,4,Bilingual,Total Score,20,1
2024,4,Bilingual,Total Score,21,1
2024,4,Bilingual,Total Score,22,1
2024,4,Bilingual,Total Score,23,1
2024,4,Bilingual,Total Score,24,1
2024,4,Bilingual,Total Score,25,1
2024,4,Bilingual,Total Score,26,1
2024,4,Bilingual,Total Score,27,2
2024,4,Bilingual,Total Score,28,2
2024,4,Bilingual,Total Score,29,2
2024,4,Bilingual,Total Score,30,2
2024,4,Bilingual,Total Score,31,2
2024,4,Bilingual,Total Score,32,2
2024,4,Bilingual,Total Score,33,2
2024,4,Bilingual,Total Score,34,2
2024,4,Bilingual,Total Score,35,2
2024,4,Bilingual,Total Score,36,3
2024,4,Bilingual,Total Score,37,3
2024,4,Bilingual,Total Score,38,3
2024,4,Bilingual,Total Score,39,3
2024,4,Bilingual,Total Score,40,3
2024,4,Bilingual,Total Score,41,3
2024,4,Bilingual,Total Score,42,3
2024,4,Bilingual,Total Score,43,4
2024,4,Bilingual,Total Score,44,4
2024,4,Bilingual,Total Score,45,4
2024,4,Bilingual,Total Score,46,4
2024,4,Bilingual,Total Score,47,4
2024,4,Bilingual,Total Score,48,4
2024,4,Bilingual,Total Score,49,4
2024,4,Bilingual,Total Score,50,4
2024,4,Bilingual,Total Score,51,5
2024,4,Bilingual,Total Score,52,5
2024,4,Bilingual,Total Score,53,6
2024,4,Bilingual,Total Score,54,6
2024,4,Bilingual,Total Score,55,7
2024,4,Bilingual,Total Score,56,7
2024,4,Bilingual,Total Score,57,7
2024,4,Bilingual,Total Score,58,8
2024,4,Bilingual,Total Score,59,8
2024,4,Bilingual,Total Score,60,9
2024,4,Bilingual,Total Score,61,10
2024,4,Bilingual,Total Score,62,10
2024,4,Bilingual,Total Score,63,11
2024,4,Bilingual,Total Score,64,12
2024,4,Bilingual,Total Score,65,12
2024,4,Bilingual,Total Score,66,13
2024,4,Bilingual,Total Score,67,14
2024,4,Bilingual,Total Score,68,14
2024,4,Bilingual,Total Score,68,15
2024,4,Bilingual,Total Score,69,16
2024,4,Bilingual,Total Score,70,17
2024,4,Bilingual,Total Score,71,18
2024,4,Bilingual,Total Score,72,19
2024,4,Bilingual,Total Score,73,20
2024,4,Bilingual,Total Score,73,21
2024,4,Bilingual,Total Score,74,22
2024,4,Bilingual,Total Score,74,23
2024,4,Bilingual,Total Score,75,24
2024,4,Bilingual,Total Score,75,25
2024,4,Bilingual,Total Score,76,26
2024,4,Bilingual,Total Score,76,27
2024,4,Bilingual,Total Score,77,28
2024,4,Bilingual,Total Score,77,29
2024,4,Bilingual,Total Score,77,30
2024,4,Bilingual,Total Score,78,31
2024,4,Bilingual,Total Score,78,32
2024,4,Bilingual,Total Score,78,33
2024,4,Bilingual,Total Score,79,34
2024,4,Bilingual,Total Score,79,35
2024,4,Bilingual,Total Score,79,36
2024,4,Bilingual,Total Score,80,37
2024,4,Bilingual,Total Score,80,38
2024,4,Bilingual,Total Score,80,39
2024,4,Bilingual,Total Score,80,40
2024,4,Bilingual,Total Score,81,41
2024,4,Bilingual,Total Score,81,42
2024,4,Bilingual,Total Score,81,43
2024,4,Bilingual,Total Score,82,44
2024,4,Bilingual,Total Score,82,45
2024,4,Bilingual,Total Score,82,46
2024,4,Bilingual,Total Score,83,47
2024,4,Bilingual,Total Score,83,48
2024,4,Bilingual,Total Score,83,49
2024,4,Bilingual,Total Score,83,50
2024,4,Bilingual,Total Score,83,51
2024,4,Bilingual,Total Score,84,52
2024,4,Bilingual,Total Score,84,53
2024,4,Bilingual,Total Score,84,54
2024,4,Bilingual,Total Score,85,55
2024,4,Bilingual,Total Score,85,56
2024,4,Bilingual,Total Score,85,57
2024,4,Bilingual,Total Score,85,58
2024,4,Bilingual,Total Score,86,59
2024,4,Bilingual,Total Score,86,60
